Keywords,Date and Time,Source,Event ID,Task Category
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\en-US\powershell.exe.mui
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerManagedProperty.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\Maml_HTML.xsl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\endUser.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\blockCommon.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\structureGlossary.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerManagedEnumeration.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerManagedField.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\conditionSet.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\command.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\ITPro.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\troubleshooting.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerReference.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\base.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\Maml.rld
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerManagedEvent.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\Maml.xsx
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\shellExecute.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\inlineSoftware.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\structure.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\structureList.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\task.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerManagedOperator.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\structureProcedure.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\blockSoftware.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerCommand.rld
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerManagedConstructor.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\ManagedDeveloper.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerStructure.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\Schemas\PSMaml\developerManagedDelegate.xsd
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
